period,indicator,value
2019-01-01,Grains,88.446089648967
2019-02-01,Grains,89.9708690260214
2019-03-01,Grains,87.6283938134394
2019-04-01,Grains,86.7134503928135
2019-05-01,Grains,88.8759204278859
2019-06-01,Grains,95.5741055799793
2019-07-01,Grains,92.962834103028
2019-08-01,Grains,86.1162168495184
2019-09-01,Grains,85.0215604184468
2019-10-01,Grains,88.129475476487
2019-11-01,Grains,88.1803214394004
2019-12-01,Grains,89.8677501320873
2020-01-01,Grains,93.6377007046166
2020-02-01,Grains,91.8628446954892
2020-03-01,Grains,92.4917273491552
2020-04-01,Grains,94.5267548531051
2020-05-01,Grains,88.2301702755816
2020-06-01,Grains,88.9142128527131
2020-07-01,Grains,90.126756380881
2020-08-01,Grains,91.0628082151444
2020-09-01,Grains,97.6531383065548
2020-10-01,Grains,102.759761730466
2020-11-01,Grains,104.797393427167
2020-12-01,Grains,108.114689976882
2021-01-01,Grains,119.953912359652
2021-02-01,Grains,123.177522720728
2021-03-01,Grains,119.44003238595
2021-04-01,Grains,123.652564365548
2021-05-01,Grains,133.677570350487
2021-06-01,Grains,127.995746383542
2021-07-01,Grains,122.741873834778
2021-08-01,Grains,120.729685556701
2021-09-01,Grains,118.273007982719
2021-10-01,Grains,121.174739410064
2021-11-01,Grains,125.931594482179
2021-12-01,Grains,129.148553737682
2022-01-01,Grains,133.228158776788
2022-02-01,Grains,138.63972328541
2022-03-01,Grains,158.689030569433
2022-04-01,Grains,164.603129692051
2022-05-01,Grains,169.037347432344
2022-06-01,Grains,157.925204202439
2022-07-01,Grains,144.82822449349
1960-01-01,Other Food,16.4385076552837
1960-02-01,Other Food,16.4918007593422
1960-03-01,Other Food,17.1466107417285
1960-04-01,Other Food,17.6416791072413
1960-05-01,Other Food,17.3210662639547
1960-06-01,Other Food,16.8620738660235
1960-07-01,Other Food,17.3748498224231
1960-08-01,Other Food,17.2767421968429
1960-09-01,Other Food,17.5817286890712
1960-10-01,Other Food,16.1828748542959
1960-11-01,Other Food,15.327130683564
1960-12-01,Other Food,16.2533331697467
1961-01-01,Other Food,15.7140555898605
1961-02-01,Other Food,15.6042492020461
1961-03-01,Other Food,16.9642327814849
1961-04-01,Other Food,16.815839773318
1961-05-01,Other Food,16.3065902845854
1961-06-01,Other Food,16.863423056466
1961-07-01,Other Food,16.0785184418757
1961-08-01,Other Food,15.8421579612439
1961-09-01,Other Food,16.1910230665204
1961-10-01,Other Food,15.662092055847
1961-11-01,Other Food,15.911886076067
1961-12-01,Other Food,15.5781943599304
1962-01-01,Other Food,15.5475571637445
1962-02-01,Other Food,15.8183716999646
1962-03-01,Other Food,16.1058786538924
1962-04-01,Other Food,15.7493042414542
1962-05-01,Other Food,15.9703038357142
1962-06-01,Other Food,16.204409787306
1962-07-01,Other Food,16.2169832213114
1962-08-01,Other Food,16.2988786973788
1962-09-01,Other Food,16.6256354957461
1962-10-01,Other Food,16.1378684964892
1962-11-01,Other Food,16.9438212524221
1962-12-01,Other Food,16.9132221209233
1963-01-01,Other Food,18.0341946989428
1963-02-01,Other Food,18.7775302231138
1963-03-01,Other Food,19.5812285906307
1963-04-01,Other Food,21.5340347196056
1963-05-01,Other Food,25.1387803132122
1963-06-01,Other Food,24.9284779201286
1963-07-01,Other Food,24.0420442899758
1963-08-01,Other Food,22.0265176757472
1963-09-01,Other Food,22.0540035781388
1963-10-01,Other Food,26.2000045813698
1963-11-01,Other Food,26.8895976286367
1963-12-01,Other Food,25.6620389054087
1964-01-01,Other Food,26.0356380730314
1964-02-01,Other Food,24.7983024472327
1964-03-01,Other Food,22.9814904424974
1964-04-01,Other Food,24.260282503604
1964-05-01,Other Food,23.5696069930282
1964-06-01,Other Food,21.4246997081494
1964-07-01,Other Food,20.56416817947
1964-08-01,Other Food,19.5217091755032
1964-09-01,Other Food,18.5424894973384
1964-10-01,Other Food,18.4275788529823
1964-11-01,Other Food,18.1388074810865
1964-12-01,Other Food,16.9439220626123
1965-01-01,Other Food,16.3312810201847
1965-02-01,Other Food,16.7114584179174
1965-03-01,Other Food,16.9254471378352
1965-04-01,Other Food,17.1648691178521
1965-05-01,Other Food,17.4046880968214
1965-06-01,Other Food,16.9680959685347
1965-07-01,Other Food,17.1283741503757
1965-08-01,Other Food,16.922593047223
1965-09-01,Other Food,17.3610308522596
1965-10-01,Other Food,17.8013301933803
1965-11-01,Other Food,16.7381632107789
1965-12-01,Other Food,16.5130069099708
1966-01-01,Other Food,17.587159575363
1966-02-01,Other Food,17.3785873446114
1966-03-01,Other Food,18.6228790482851
1966-04-01,Other Food,18.9204754982949
1966-05-01,Other Food,18.6102199951418
1966-06-01,Other Food,17.7713862231515
1966-07-01,Other Food,17.0104935153581
1966-08-01,Other Food,17.3613728085783
1966-09-01,Other Food,17.2028668501139
1966-10-01,Other Food,17.0525164554946
1966-11-01,Other Food,16.9456507260812
1966-12-01,Other Food,17.0162205072929
1967-01-01,Other Food,18.5070307129893
1967-02-01,Other Food,18.3062700475022
1967-03-01,Other Food,18.5251598697243
1967-04-01,Other Food,19.2086553120839
1967-05-01,Other Food,19.3171229742516
1967-06-01,Other Food,19.595041733455
1967-07-01,Other Food,18.5763583658933
1967-08-01,Other Food,18.3311879659247
1967-09-01,Other Food,18.9883184944024
1967-10-01,Other Food,19.3376487559261
1967-11-01,Other Food,19.2110773417559
1967-12-01,Other Food,18.7081245324652
1968-01-01,Other Food,18.1820577362663
1968-02-01,Other Food,19.1662488684547
1968-03-01,Other Food,18.990402462883
1968-04-01,Other Food,19.2107931884886
1968-05-01,Other Food,19.8526627087869
1968-06-01,Other Food,18.9556656515621
1968-07-01,Other Food,18.8968900256591
1968-08-01,Other Food,18.399076707655
1968-09-01,Other Food,19.1183590813024
1968-10-01,Other Food,19.4815351803306
1968-11-01,Other Food,19.4339870855612
1968-12-01,Other Food,20.0059772197402
1969-01-01,Other Food,19.98789400998
1969-02-01,Other Food,20.3619397916935
1969-03-01,Other Food,21.4638596981769
1969-04-01,Other Food,22.0867681168289
1969-05-01,Other Food,22.918993169536
1969-06-01,Other Food,23.1511879177332
1969-07-01,Other Food,22.7365805241284
1969-08-01,Other Food,22.8694919479255
1969-09-01,Other Food,22.459630033439
1969-10-01,Other Food,22.0104455014725
1969-11-01,Other Food,21.884170321013
1969-12-01,Other Food,21.3707224598683
1970-01-01,Other Food,23.1166460972
1970-02-01,Other Food,22.9704131968604
1970-03-01,Other Food,23.5847933805083
1970-04-01,Other Food,23.5638798334499
1970-05-01,Other Food,23.8109540820839
1970-06-01,Other Food,23.6386277394115
1970-07-01,Other Food,23.1635364022392
1970-08-01,Other Food,23.0936370630811
1970-09-01,Other Food,23.4229844363802
1970-10-01,Other Food,23.6679681436375
1970-11-01,Other Food,23.4295444699937
1970-12-01,Other Food,23.5990627638192
1971-01-01,Other Food,24.033401790213
1971-02-01,Other Food,24.519618030293
1971-03-01,Other Food,24.538386889926
1971-04-01,Other Food,24.7511904390019
1971-05-01,Other Food,24.3791658628489
1971-06-01,Other Food,23.9048180427491
1971-07-01,Other Food,23.790320179796
1971-08-01,Other Food,23.9333910010603
1971-09-01,Other Food,23.4809042145133
1971-10-01,Other Food,23.8169161326499
1971-11-01,Other Food,23.7119120698026
1971-12-01,Other Food,25.873993477985
1972-01-01,Other Food,29.4183489292215
1972-02-01,Other Food,30.1525522718039
1972-03-01,Other Food,30.3324125635686
1972-04-01,Other Food,28.9383963568882
1972-05-01,Other Food,28.3224385376567
1972-06-01,Other Food,28.0843833750745
1972-07-01,Other Food,26.8299268918158
1972-08-01,Other Food,27.8256972079652
1972-09-01,Other Food,28.4916567109777
1972-10-01,Other Food,29.017802619618
1972-11-01,Other Food,29.0858569792335
1972-12-01,Other Food,32.9761879359197
1973-01-01,Other Food,33.3270771169399
1973-02-01,Other Food,34.5239405085472
1973-03-01,Other Food,34.9662205615767
1973-04-01,Other Food,34.2511414815634
1973-05-01,Other Food,34.7220043429319
1973-06-01,Other Food,34.9770473377034
1973-07-01,Other Food,36.1163284978176
1973-08-01,Other Food,38.4223568483265
1973-09-01,Other Food,37.0069375528313
1973-10-01,Other Food,37.3090538017392
1973-11-01,Other Food,37.69232751047
1973-12-01,Other Food,39.9130776129363
1974-01-01,Other Food,44.0372588481495
1974-02-01,Other Food,51.3830432735103
1974-03-01,Other Food,49.6916392285012
1974-04-01,Other Food,49.8048361228919
1974-05-01,Other Food,53.2523895541642
1974-06-01,Other Food,52.2335543099957
1974-07-01,Other Food,56.0747808159791
1974-08-01,Other Food,62.4064613703869
1974-09-01,Other Food,67.1307598800452
1974-10-01,Other Food,73.3571379799184
1974-11-01,Other Food,93.7264021678522
1974-12-01,Other Food,78.9018457690967
1975-01-01,Other Food,72.9163689380102
1975-02-01,Other Food,65.4707593867761
1975-03-01,Other Food,56.382305614036
1975-04-01,Other Food,55.0530863150381
1975-05-01,Other Food,47.6635794158955
1975-06-01,Other Food,42.1323068745874
1975-07-01,Other Food,44.7270242464263
1975-08-01,Other Food,47.3163329488029
1975-09-01,Other Food,44.5016064477366
1975-10-01,Other Food,42.9315346779292
1975-11-01,Other Food,40.3857506399356
1975-12-01,Other Food,40.1680076094949
1976-01-01,Other Food,42.8437171568541
1976-02-01,Other Food,43.1788039293637
1976-03-01,Other Food,45.7299256355047
1976-04-01,Other Food,45.5390212593828
1976-05-01,Other Food,46.169762922121
1976-06-01,Other Food,42.8728008612026
1976-07-01,Other Food,42.5777353936361
1976-08-01,Other Food,38.9753289009513
1976-09-01,Other Food,36.4031013842448
1976-10-01,Other Food,35.603940644185
1976-11-01,Other Food,34.7335586388612
1976-12-01,Other Food,35.0079151981818
1977-01-01,Other Food,37.1123495232018
1977-02-01,Other Food,38.9060817021625
1977-03-01,Other Food,39.884354844573
1977-04-01,Other Food,40.3455025619363
1977-05-01,Other Food,39.1222401627729
1977-06-01,Other Food,36.8233695693186
1977-07-01,Other Food,35.037529242318
1977-08-01,Other Food,35.3286630736522
1977-09-01,Other Food,35.3029846561583
1977-10-01,Other Food,35.5113256903692
1977-11-01,Other Food,35.6501018981944
1977-12-01,Other Food,37.8823894739316
1978-01-01,Other Food,39.8019607298303
1978-02-01,Other Food,41.4379000125275
1978-03-01,Other Food,42.417900255452
1978-04-01,Other Food,44.193435792441
1978-05-01,Other Food,43.7758170849072
1978-06-01,Other Food,40.3167271733802
1978-07-01,Other Food,38.9661087954343
1978-08-01,Other Food,40.4636700960941
1978-09-01,Other Food,43.3558876143171
1978-10-01,Other Food,45.3423373727691
1978-11-01,Other Food,44.9358763970714
1978-12-01,Other Food,46.6443103585691
1979-01-01,Other Food,47.1723057137147
1979-02-01,Other Food,49.0352075869614
1979-03-01,Other Food,50.3031482126594
1979-04-01,Other Food,51.9308283079564
1979-05-01,Other Food,51.7350160259777
1979-06-01,Other Food,51.5793052998884
1979-07-01,Other Food,50.6159017965932
1979-08-01,Other Food,50.5432924378675
1979-09-01,Other Food,53.548811953584
1979-10-01,Other Food,56.0134922651904
1979-11-01,Other Food,58.5478445251963
1979-12-01,Other Food,61.122897951581
1980-01-01,Other Food,64.4551832048145
1980-02-01,Other Food,70.1913912841419
1980-03-01,Other Food,64.3633308522855
1980-04-01,Other Food,65.6070487580499
1980-05-01,Other Food,79.0187132806015
1980-06-01,Other Food,78.150312756062
1980-07-01,Other Food,76.0779197139185
1980-08-01,Other Food,82.6450550856135
1980-09-01,Other Food,87.3871444424428
1980-10-01,Other Food,94.9587639028172
1980-11-01,Other Food,89.8389931694895
1980-12-01,Other Food,76.815573289613
1981-01-01,Other Food,75.8220267719125
1981-02-01,Other Food,70.8049343584815
1981-03-01,Other Food,69.2138653878218
1981-04-01,Other Food,62.7796066093757
1981-05-01,Other Food,58.5158655289498
1981-06-01,Other Food,58.878686079302
1981-07-01,Other Food,58.3795565451455
1981-08-01,Other Food,56.5836114946443
1981-09-01,Other Food,56.1166321651519
1981-10-01,Other Food,55.2179595503751
1981-11-01,Other Food,54.1679597220532
1981-12-01,Other Food,54.3727264057376
1982-01-01,Other Food,54.5420456077888
1982-02-01,Other Food,53.7579053484678
1982-03-01,Other Food,52.3293009979277
1982-04-01,Other Food,51.5373872951846
1982-05-01,Other Food,49.771837517708
1982-06-01,Other Food,47.6648150477914
1982-07-01,Other Food,47.1972113257583
1982-08-01,Other Food,46.300390866921
1982-09-01,Other Food,46.564818351198
1982-10-01,Other Food,45.3390370384864
1982-11-01,Other Food,46.1543229495376
1982-12-01,Other Food,44.9677972018948
1983-01-01,Other Food,43.3417624295764
1983-02-01,Other Food,45.3244370786504
1983-03-01,Other Food,46.6821525635375
1983-04-01,Other Food,49.5410578874175
1983-05-01,Other Food,54.5679890865877
1983-06-01,Other Food,54.4330049043477
1983-07-01,Other Food,53.8436324074392
1983-08-01,Other Food,53.5178651392622
1983-09-01,Other Food,52.4739920386392
1983-10-01,Other Food,52.5087451668516
1983-11-01,Other Food,48.8858508732355
1983-12-01,Other Food,47.1330313312799
1984-01-01,Other Food,45.3904256081162
1984-02-01,Other Food,46.970081406243
1984-03-01,Other Food,47.0606541380017
1984-04-01,Other Food,46.8447962546409
1984-05-01,Other Food,45.6606509248827
1984-06-01,Other Food,46.6145512818912
1984-07-01,Other Food,44.2546382601498
1984-08-01,Other Food,43.9981277637012
1984-09-01,Other Food,44.8748882118554
1984-10-01,Other Food,43.6961813003724
1984-11-01,Other Food,40.1779051326121
1984-12-01,Other Food,39.6552672425138
1985-01-01,Other Food,40.5372333116939
1985-02-01,Other Food,42.6146073697768
1985-03-01,Other Food,43.5554917121185
1985-04-01,Other Food,43.8836273002652
1985-05-01,Other Food,42.215453535835
1985-06-01,Other Food,41.0636189234733
1985-07-01,Other Food,40.5421566305935
1985-08-01,Other Food,44.6083717753232
1985-09-01,Other Food,44.4620044652751
1985-10-01,Other Food,42.5058289020568
1985-11-01,Other Food,42.2716955095889
1985-12-01,Other Food,42.6216969065679
1986-01-01,Other Food,42.3779800176958
1986-02-01,Other Food,44.3125866456887
1986-03-01,Other Food,48.5231946505234
1986-04-01,Other Food,50.9921135018221
1986-05-01,Other Food,47.1179428030496
1986-06-01,Other Food,44.9818819150347
1986-07-01,Other Food,44.5017642581759
1986-08-01,Other Food,46.3879475223186
1986-09-01,Other Food,47.1689264388128
1986-10-01,Other Food,46.4934140237284
1986-11-01,Other Food,44.9099209103421
1986-12-01,Other Food,45.045120941148
1987-01-01,Other Food,48.0709791689035
1987-02-01,Other Food,50.448906553824
1987-03-01,Other Food,50.5036325661167
1987-04-01,Other Food,48.5617081338707
1987-05-01,Other Food,51.7888356091033
1987-06-01,Other Food,50.1710426209718
1987-07-01,Other Food,50.1671114619581
1987-08-01,Other Food,48.0005154970002
1987-09-01,Other Food,49.8968633076666
1987-10-01,Other Food,48.9271140280201
1987-11-01,Other Food,52.4738156533947
1987-12-01,Other Food,52.7452926273803
1988-01-01,Other Food,54.759652305883
1988-02-01,Other Food,54.6427464264588
1988-03-01,Other Food,55.9100473870993
1988-04-01,Other Food,55.3458840137168
1988-05-01,Other Food,56.9716778205548
1988-06-01,Other Food,60.0455717852384
1988-07-01,Other Food,61.4781096670872
1988-08-01,Other Food,57.550401641825
1988-09-01,Other Food,61.0924386917562
1988-10-01,Other Food,59.7837026532704
1988-11-01,Other Food,59.5459824609366
1988-12-01,Other Food,60.621652358447
1989-01-01,Other Food,56.5097579869856
1989-02-01,Other Food,58.4695721805471
1989-03-01,Other Food,63.7096949331615
1989-04-01,Other Food,65.4058096246369
1989-05-01,Other Food,64.2442191274318
1989-06-01,Other Food,62.6780877950061
1989-07-01,Other Food,63.0845763643748
1989-08-01,Other Food,65.0871175729299
1989-09-01,Other Food,65.9218934643666
1989-10-01,Other Food,66.9208014220214
1989-11-01,Other Food,66.7355243590101
1989-12-01,Other Food,64.7819272152751
1990-01-01,Other Food,67.2668983476297
1990-02-01,Other Food,66.464892928214
1990-03-01,Other Food,66.1984434593968
1990-04-01,Other Food,67.1349667060684
1990-05-01,Other Food,65.9183937886296
1990-06-01,Other Food,65.1817489908398
1990-07-01,Other Food,66.4609115604073
1990-08-01,Other Food,64.8130321970791
1990-09-01,Other Food,65.0921550537066
1990-10-01,Other Food,62.4924420246075
1990-11-01,Other Food,59.8948796772403
1990-12-01,Other Food,59.5438138719466
1991-01-01,Other Food,61.4064250378252
1991-02-01,Other Food,63.8730288197973
1991-03-01,Other Food,66.1345366377365
1991-04-01,Other Food,63.8013922340047
1991-05-01,Other Food,59.9972659853769
1991-06-01,Other Food,61.0593894847557
1991-07-01,Other Food,59.8391670300114
1991-08-01,Other Food,60.3803406922016
1991-09-01,Other Food,58.8133459561873
1991-10-01,Other Food,59.3012128524389
1991-11-01,Other Food,59.6282099334414
1991-12-01,Other Food,58.8117579980158
1992-01-01,Other Food,59.8584017376539
1992-02-01,Other Food,58.5043551319325
1992-03-01,Other Food,58.3861069563316
1992-04-01,Other Food,57.059264715657
1992-05-01,Other Food,57.1843204150027
1992-06-01,Other Food,57.5453334643123
1992-07-01,Other Food,59.3407085738333
1992-08-01,Other Food,63.1826393181124
1992-09-01,Other Food,60.2508626827882
1992-10-01,Other Food,56.2686844532669
1992-11-01,Other Food,55.3577787022602
1992-12-01,Other Food,54.0154267868358
1993-01-01,Other Food,57.2422279124238
1993-02-01,Other Food,58.7466377390985
1993-03-01,Other Food,63.3838602834584
1993-04-01,Other Food,63.5258344816986
1993-05-01,Other Food,63.754256665547
1993-06-01,Other Food,60.6731733371716
1993-07-01,Other Food,59.8848261585842
1993-08-01,Other Food,59.3230273007014
1993-09-01,Other Food,61.5747742727893
1993-10-01,Other Food,61.4089647333137
1993-11-01,Other Food,59.4472591324206
1993-12-01,Other Food,58.0008010105151
1994-01-01,Other Food,59.2229119498453
1994-02-01,Other Food,63.2836039959618
1994-03-01,Other Food,64.608243026908
1994-04-01,Other Food,62.0493299843483
1994-05-01,Other Food,60.4363569522055
1994-06-01,Other Food,58.149385491363
1994-07-01,Other Food,62.093352349707
1994-08-01,Other Food,61.465383056329
1994-09-01,Other Food,62.7896145280878
1994-10-01,Other Food,58.9428089547214
1994-11-01,Other Food,58.4879214491307
1994-12-01,Other Food,62.7027063407417
1995-01-01,Other Food,60.3554236920719
1995-02-01,Other Food,64.9384185967521
1995-03-01,Other Food,61.7965995477898
1995-04-01,Other Food,61.0084291050042
1995-05-01,Other Food,60.1555082505792
1995-06-01,Other Food,61.1676795412637
1995-07-01,Other Food,64.3981245288194
1995-08-01,Other Food,63.3820844283931
1995-09-01,Other Food,61.704662666457
1995-10-01,Other Food,60.4030605970514
1995-11-01,Other Food,61.8646849687432
1995-12-01,Other Food,59.803203747569
1996-01-01,Other Food,59.5572536906076
1996-02-01,Other Food,62.6388842726999
1996-03-01,Other Food,60.5569078969552
1996-04-01,Other Food,62.0484442066402
1996-05-01,Other Food,60.846428514917
1996-06-01,Other Food,61.9856365134107
1996-07-01,Other Food,62.0099378049527
1996-08-01,Other Food,61.5185988817155
1996-09-01,Other Food,60.7870787660883
1996-10-01,Other Food,58.9987140999268
1996-11-01,Other Food,59.4001273946568
1996-12-01,Other Food,59.3270491567015
1997-01-01,Other Food,62.618013695091
1997-02-01,Other Food,64.4903668115181
1997-03-01,Other Food,65.6915676913907
1997-04-01,Other Food,62.6213957875916
1997-05-01,Other Food,58.1829867537826
1997-06-01,Other Food,58.8544081655733
1997-07-01,Other Food,59.2627640001741
1997-08-01,Other Food,60.3898989778211
1997-09-01,Other Food,59.8132264615428
1997-10-01,Other Food,57.2200596743146
1997-11-01,Other Food,58.2361939944113
1997-12-01,Other Food,57.464873380835
1998-01-01,Other Food,56.7125341096624
1998-02-01,Other Food,55.6712849999774
1998-03-01,Other Food,55.3504801722812
1998-04-01,Other Food,61.5499325699794
1998-05-01,Other Food,59.0258256083063
1998-06-01,Other Food,57.9883512571101
1998-07-01,Other Food,56.8039610657018
1998-08-01,Other Food,55.0598802104782
1998-09-01,Other Food,53.4497280380394
1998-10-01,Other Food,52.272793050156
1998-11-01,Other Food,56.7480877936348
1998-12-01,Other Food,52.498595179986
1999-01-01,Other Food,54.7515088722733
1999-02-01,Other Food,52.3711345850064
1999-03-01,Other Food,51.0680276704668
1999-04-01,Other Food,49.3938976052752
1999-05-01,Other Food,48.5729485924282
1999-06-01,Other Food,48.8094735086866
1999-07-01,Other Food,49.2992058588068
1999-08-01,Other Food,50.8494537303287
1999-09-01,Other Food,51.4904239739664
1999-10-01,Other Food,51.1909950741529
1999-11-01,Other Food,49.2386920000866
1999-12-01,Other Food,48.9416327449085
2000-01-01,Other Food,51.110833485751
2000-02-01,Other Food,51.9764627575719
2000-03-01,Other Food,49.7522351760583
2000-04-01,Other Food,51.2060222459128
2000-05-01,Other Food,51.9767471912206
2000-06-01,Other Food,53.4414195397191
2000-07-01,Other Food,53.1033290379391
2000-08-01,Other Food,54.4763111642976
2000-09-01,Other Food,54.900802558286
2000-10-01,Other Food,55.4002363438031
2000-11-01,Other Food,54.8247936014478
2000-12-01,Other Food,55.6171237327717
2001-01-01,Other Food,57.9439556587528
2001-02-01,Other Food,60.844571905247
2001-03-01,Other Food,59.5359947616614
2001-04-01,Other Food,60.2417015161924
2001-05-01,Other Food,63.9954840064332
2001-06-01,Other Food,64.2334326890096
2001-07-01,Other Food,67.6551938798119
2001-08-01,Other Food,65.4975686084381
2001-09-01,Other Food,61.7038982004294
2001-10-01,Other Food,56.6791968152364
2001-11-01,Other Food,58.2183842907335
2001-12-01,Other Food,57.1188868541099
2002-01-01,Other Food,56.029804888526
2002-02-01,Other Food,56.3159126777736
2002-03-01,Other Food,59.7313802732455
2002-04-01,Other Food,58.7225280268569
2002-05-01,Other Food,59.1954744270028
2002-06-01,Other Food,58.994579102236
2002-07-01,Other Food,58.7783289766308
2002-08-01,Other Food,56.1021160262929
2002-09-01,Other Food,57.6741225576883
2002-10-01,Other Food,58.2047446193004
2002-11-01,Other Food,54.2511747563108
2002-12-01,Other Food,58.5390783866386
2003-01-01,Other Food,59.4756527026343
2003-02-01,Other Food,58.1121160099563
2003-03-01,Other Food,59.2445019705681
2003-04-01,Other Food,56.8721936501453
2003-05-01,Other Food,54.4869472268162
2003-06-01,Other Food,54.9519472380341
2003-07-01,Other Food,55.6652798342912
2003-08-01,Other Food,57.3614717519121
2003-09-01,Other Food,57.9017777600169
2003-10-01,Other Food,59.2553494098637
2003-11-01,Other Food,60.4767316265373
2003-12-01,Other Food,59.2343452897064
2004-01-01,Other Food,61.5081022702035
2004-02-01,Other Food,63.7290988537576
2004-03-01,Other Food,65.7314255347549
2004-04-01,Other Food,66.2945747150606
2004-05-01,Other Food,68.5848654534061
2004-06-01,Other Food,72.0430766603919
2004-07-01,Other Food,74.7496498765955
2004-08-01,Other Food,73.0879315087373
2004-09-01,Other Food,72.2691668902188
2004-10-01,Other Food,71.3467838637622
2004-11-01,Other Food,68.2683113093264
2004-12-01,Other Food,67.7700954452436
2005-01-01,Other Food,69.169768213871
2005-02-01,Other Food,76.3630023167627
2005-03-01,Other Food,78.8585417790653
2005-04-01,Other Food,75.6187162342021
2005-05-01,Other Food,75.362664311467
2005-06-01,Other Food,71.70306896459
2005-07-01,Other Food,68.8289881204429
2005-08-01,Other Food,69.0885510948514
2005-09-01,Other Food,73.0217160193216
2005-10-01,Other Food,74.7816949918266
2005-11-01,Other Food,74.6411267621944
2005-12-01,Other Food,77.0634179024545
2006-01-01,Other Food,80.4072497655779
2006-02-01,Other Food,85.9197150264206
2006-03-01,Other Food,83.8499127242523
2006-04-01,Other Food,82.1553630486462
2006-05-01,Other Food,85.3348490284657
2006-06-01,Other Food,77.0962085388196
2006-07-01,Other Food,77.0141863875717
2006-08-01,Other Food,75.083522710206
2006-09-01,Other Food,74.0034786958103
2006-10-01,Other Food,75.0924840139196
2006-11-01,Other Food,75.4422452641829
2006-12-01,Other Food,74.4494278679834
2007-01-01,Other Food,73.6678315613814
2007-02-01,Other Food,74.7708517349629
2007-03-01,Other Food,74.6578072350144
2007-04-01,Other Food,74.8162844123069
2007-05-01,Other Food,75.9071737122791
2007-06-01,Other Food,78.0139894217576
2007-07-01,Other Food,80.8046679990037
2007-08-01,Other Food,80.8122630704065
2007-09-01,Other Food,78.0897612740871
2007-10-01,Other Food,77.2141648392611
2007-11-01,Other Food,78.0534812404986
2007-12-01,Other Food,77.1865000300986
2008-01-01,Other Food,81.0444212836989
2008-02-01,Other Food,86.2752464767072
2008-03-01,Other Food,93.7484493017686
2008-04-01,Other Food,93.1890401909674
2008-05-01,Other Food,95.2248123938008
2008-06-01,Other Food,96.8609423204369
2008-07-01,Other Food,99.4762091889555
2008-08-01,Other Food,97.0690338086731
2008-09-01,Other Food,91.3881999592326
2008-10-01,Other Food,84.5425762744879
2008-11-01,Other Food,82.9834339569142
2008-12-01,Other Food,80.0109178532004
2009-01-01,Other Food,80.9661612510433
2009-02-01,Other Food,82.9095262145647
2009-03-01,Other Food,83.725346878945
2009-04-01,Other Food,84.5204448924447
2009-05-01,Other Food,87.2736406777615
2009-06-01,Other Food,87.9393090879544
2009-07-01,Other Food,89.213716699169
2009-08-01,Other Food,95.431442045971
2009-09-01,Other Food,97.7372332183799
2009-10-01,Other Food,97.1332773426788
2009-11-01,Other Food,97.6401690777478
2009-12-01,Other Food,97.2576018138612
2010-01-01,Other Food,102.769663645449
2010-02-01,Other Food,100.19049448025
2010-03-01,Other Food,94.8743738046814
2010-04-01,Other Food,94.1155683622951
2010-05-01,Other Food,92.3213647763222
2010-06-01,Other Food,96.2170179868518
2010-07-01,Other Food,99.6842620757312
2010-08-01,Other Food,98.5913512261532
2010-09-01,Other Food,102.187821300551
2010-10-01,Other Food,105.657436498185
2010-11-01,Other Food,105.198419224643
2010-12-01,Other Food,108.192226618887
2011-01-01,Other Food,112.160002335872
2011-02-01,Other Food,115.055696095546
2011-03-01,Other Food,111.640180645075
2011-04-01,Other Food,111.288883051018
2011-05-01,Other Food,106.32931123595
2011-06-01,Other Food,109.272065521222
2011-07-01,Other Food,113.460344823646
2011-08-01,Other Food,112.66769496881
2011-09-01,Other Food,113.422576585572
2011-10-01,Other Food,110.699047904827
2011-11-01,Other Food,106.898740039295
2011-12-01,Other Food,106.356194724395
2012-01-01,Other Food,106.955919897812
2012-02-01,Other Food,110.96663562963
2012-03-01,Other Food,113.21700383566
2012-04-01,Other Food,109.323424927596
2012-05-01,Other Food,104.370695217899
2012-06-01,Other Food,105.536043385633
2012-07-01,Other Food,108.769906372069
2012-08-01,Other Food,106.06815496056
2012-09-01,Other Food,105.525800548849
2012-10-01,Other Food,105.592901528354
2012-11-01,Other Food,103.981649269977
2012-12-01,Other Food,103.960461098625
2013-01-01,Other Food,103.63214299719
2013-02-01,Other Food,103.241845020939
2013-03-01,Other Food,105.469817069743
2013-04-01,Other Food,104.498350102957
2013-05-01,Other Food,104.993164155986
2013-06-01,Other Food,104.659953535274
2013-07-01,Other Food,102.318731285612
2013-08-01,Other Food,102.071434768773
2013-09-01,Other Food,101.343441653795
2013-10-01,Other Food,101.594207211673
2013-11-01,Other Food,98.9664778482221
2013-12-01,Other Food,97.958416850033
2014-01-01,Other Food,97.4912344600494
2014-02-01,Other Food,99.1906433714191
2014-03-01,Other Food,105.013405783242
2014-04-01,Other Food,105.197303767934
2014-05-01,Other Food,107.589005704691
2014-06-01,Other Food,108.509358530054
2014-07-01,Other Food,111.148862185155
2014-08-01,Other Food,112.28220293577
2014-09-01,Other Food,113.43931500121
2014-10-01,Other Food,112.009127468648
2014-11-01,Other Food,109.881436035932
2014-12-01,Other Food,106.180205059049
2015-01-01,Other Food,104.811356454681
2015-02-01,Other Food,100.228146823066
2015-03-01,Other Food,98.3307521729682
2015-04-01,Other Food,100.067087815659
2015-05-01,Other Food,97.3743437711549
2015-06-01,Other Food,95.0380255733803
